var_0,var_1,var_2,quality
24,3,18,4.409488034260284
25,4,21,5.717061721015058
19,15,33,20.938496684701448
8,51,5,5.890279629015307
52,44,51,61.147514138467066
36,30,52,41.70447686737134
12,26,33,36.12087089638449
23,16,30,22.387010192856653
45,47,4,4.407939962835598
12,25,24,31.845040633874746
12,15,49,20.938491318653742
12,25,20,26.317519699970273
12,25,23,30.589689229482573
45,11,43,15.387901141763482
26,34,8,9.99960770232176
27,46,43,58.424271853403425
22,8,42,11.305678955777262
13,39,31,41.732447896088715
3,37,34,45.93772531526526
48,23,33,32.090130486041545
9,29,40,40.320265373704665
37,44,7,8.4583473946862
5,51,30,40.38215028692495
9,49,43,58.56290245592199
9,49,41,55.62518479229302
6,32,4,4.407939962835598
39,7,24,9.804027798900005
20,50,40,54.35679421911139
20,50,46,62.42241478910748
11,18,13,16.932372620367673
11,18,14,18.286346012944175
40,51,41,55.62518479229302
24,3,7,4.362302206266676
12,9,24,12.591672759258495
23,49,30,40.38215028692495
24,11,34,15.387901103694123
18,32,26,35.06387768148545
36,49,23,30.76697599895331
23,49,39,52.94214670089968
8,9,40,12.591671721550751
8,9,43,12.591671720813743
10,18,36,25.11307119390872
28,46,33,44.57314847942221
4,23,39,32.08950666997438
20,51,50,67.53211473233733
41,12,38,16.83190665895682
20,20,4,4.407939962835598
24,14,33,19.621439901089097
29,9,4,4.407939962835598
29,9,5,5.676737262240712
29,9,6,7.121175797573904
27,50,9,11.276912654906864
27,50,8,9.99960770232176
38,3,6,4.238665352932801
14,52,11,14.128249123904235
44,10,4,4.407939962835598
44,9,32,12.591671752996433
14,48,5,5.890279629015307
14,48,9,11.276912654906864
5,30,44,41.70440221827661
16,15,42,20.938491318894666
51,16,46,22.387004005721618
20,49,9,11.276912654906864
51,16,41,22.38700400192816
16,35,36,48.188902645292146
41,20,40,27.792334688152003
51,16,49,22.387004007618348
7,51,13,16.932372620367673
12,22,33,30.60573022115195
36,30,5,5.890279629015307
12,22,37,30.605977268436146
39,47,38,51.48581881972334
12,22,35,30.606224346240285
48,7,14,9.81932747964773
7,51,19,25.214035801652425
12,41,47,56.96025989302474
49,13,50,18.147930908678163
17,6,10,8.424174643613828
34,11,15,15.302735789017278
17,35,29,39.02052745903079
7,42,50,58.429861324645074
28,41,8,9.99960770232176
39,44,27,36.34733218791116
17,29,34,40.35555761535483
17,14,11,13.851717079660466
33,37,13,16.932372620367673
17,14,14,18.30076403091658
17,14,17,19.471045691771593
23,16,45,22.387004009515074
7,44,51,61.147514138467066
20,46,4,4.407939962835598
8,39,10,12.620147688152946
23,16,43,22.38700400192816
20,46,9,11.276912654906864
36,7,39,9.804029681244911
23,16,49,22.387004007618348
47,52,32,43.282895798363555
24,14,28,19.62145606196932
24,14,23,19.624561373000383
45,29,15,19.68526130484939
36,38,7,8.4583473946862
45,17,43,23.73911599375228
12,12,27,16.831874488699246
45,17,45,23.73911600963388
12,12,21,16.83286921387892
48,23,5,5.890279629015307
21,11,40,15.38790114273962
27,51,51,68.66587844447575
25,43,37,50.17189825546939
52,11,31,15.387902603041761
52,11,37,15.38790116616692
4,14,17,19.471045691771593
17,13,32,18.14793269146918
31,40,28,37.58532974175041
4,32,6,7.1556849380709595
6,14,13,16.337242147613267
48,45,8,9.99960770232176
31,40,24,32.126696921750955
6,14,18,19.526110348051684
21,25,13,16.932372620367673
23,50,22,29.323909181424458
51,10,45,13.979663222589641
51,10,47,13.979663222560283
51,10,41,13.979663221767579
21,25,19,25.237986194185726
42,26,47,36.121491817045225
28,46,9,11.276912654906864
46,39,22,29.323909181424458
34,37,25,33.4576900035561
34,37,22,29.323909181424458
6,16,18,22.05922405082953
43,30,46,41.70446426408193
14,30,25,33.447581073434336
46,34,4,4.407939962835598
41,29,30,39.67711862910044
26,24,31,33.48091846890705
26,24,33,33.47277114140511
52,19,17,22.249855117158802
42,25,36,34.81722481695055
33,29,36,40.33202889292376
11,51,40,54.35679421911139
46,7,18,9.80334361224367
34,50,50,67.7675019595911
46,7,14,9.81932747964773
8,23,37,32.089381930106335
26,39,27,36.34733218791116
28,22,51,30.60601144641699
43,9,40,12.591671721550751
43,9,44,12.591671720936578
43,9,48,12.591671720921225
50,32,40,44.47772691050105
38,15,6,7.1556849380709595
36,29,40,40.320265373704665
36,29,42,40.32075414141702
40,39,23,30.76697599895331
48,49,26,35.054440217088775
48,49,25,33.4576900035561
43,33,14,18.30076403091658
41,52,33,44.57314847942221
41,52,35,47.458612920062315
49,45,30,40.38215028692495
33,25,34,34.815118373453494
27,42,32,43.282895798363555
26,5,31,7.098102454586803
26,5,30,7.098102515541963
26,5,33,7.098102454586803
16,37,24,32.126696921750955
47,27,10,12.620147688152946
43,35,19,25.214035801652425
23,44,32,43.282895798363555
43,35,17,22.511612780889333
30,51,35,47.458612920062315
36,7,4,4.400749237833439
36,7,9,9.465347916896915
18,31,6,7.1556849380709595
22,33,16,20.997841009297105
17,16,41,22.38700400192816
23,47,29,39.02052745903079
6,10,13,13.790440152292467
17,16,44,22.38700400192816
17,16,47,22.387004007618348
51,39,22,29.323909181424458
22,22,4,4.407939962835598
40,49,40,54.35679421911139
22,35,11,14.128249123904235
11,25,3,3.2142759114585013
11,25,7,8.4583473946862
25,18,17,21.94948860249981
39,31,11,14.128249123904235
19,52,38,51.48581881972334
30,46,24,32.126696921750955
33,40,48,55.66839500791194
3,52,31,41.732447896088715
39,29,14,18.30076403091658
24,20,8,9.99960770232176
39,29,16,20.997841009297105
3,52,37,50.17189825546939
8,10,40,13.979663221767579
8,10,45,13.979663222589641
24,20,3,3.2142759114585013
7,16,24,22.38626450593504
25,27,47,37.53132002364041
25,7,22,9.80409000929464
19,41,30,40.38215028692495
30,14,5,5.890279629015307
18,45,9,11.276912654906864
21,37,26,35.054440217088775
30,14,3,3.2142759114585013
18,45,8,9.99960770232176
10,40,39,52.55713002242977
39,33,12,15.650176589199159
48,40,15,19.68526130484939
26,32,45,44.48164254963941
24,32,13,16.932372620367673
51,41,8,9.99960770232176
31,48,9,11.276912654906864
47,25,16,20.997841009297105
5,52,8,9.99960770232176
27,3,34,4.409450591536448
5,52,5,5.890279629015307
18,48,17,22.511612780889333
20,6,13,8.44776708479415
47,30,8,9.99960770232176
18,48,10,12.620147688152946
24,49,38,51.48581881972334
24,49,39,52.94214670089968
7,36,10,12.620147688152946
36,12,17,16.80031160169063
36,12,16,16.76248435200033
19,44,5,5.890279629015307
39,15,35,20.938492737439887
32,7,20,9.803841179325891
39,15,31,20.938496684701448
47,47,52,65.18470419711817
32,7,27,9.804027798900005
23,24,30,33.48091846890705
23,24,36,33.47175505514709
23,24,38,33.47200902832048
47,38,48,52.87650332514092
43,39,15,19.68526130484939
3,3,42,4.409450591763241
39,28,3,3.2142759114585013
52,41,17,22.511612780889333
25,36,5,5.890279629015307
25,36,4,4.407939962835598
40,36,19,25.214035801652425
40,36,14,18.30076403091658
44,42,52,58.4338414254611
18,15,45,20.938491318894666
9,46,52,63.840709832920254
49,30,7,8.4583473946862
52,32,48,44.48182628345517
52,32,49,44.481795659980364
25,22,12,15.650176589199159
16,15,20,20.91262163270509
29,12,51,16.83190666169836
32,4,14,5.716813272611976
51,8,7,8.051627027334561
32,4,10,5.6970367357815865
45,35,38,48.557426647360195
14,47,26,35.054440217088775
34,9,32,12.591671752996433
41,29,24,32.126696921750955
34,9,37,12.591671721550751
19,18,22,25.1058205861246
44,34,40,47.35723369349714
9,7,8,9.278161857186719
19,3,37,4.409450591770557
34,37,39,51.163996714111974
16,13,43,18.147930910201616
40,15,6,7.1556849380709595
40,4,24,5.717077250065056
15,50,10,12.620147688152946
20,39,48,54.19107912703376
9,37,29,39.02052745903079
40,15,8,9.99960770232176
36,17,45,23.73911600963388
49,47,51,65.18470419711817
40,12,38,16.83190665895682
13,50,24,32.126696921750955
40,9,19,12.590642611993532
30,25,33,34.815118373453494
28,20,6,7.1556849380709595
27,9,11,12.334974699465413
8,27,28,36.79845532688188
33,48,4,4.407939962835598
50,4,39,5.717076190045273
32,31,15,19.68526130484939
4,46,16,20.997841009297105
7,36,32,43.27526795992767
7,36,36,48.79344321816451
28,18,26,25.1058205861246
28,18,25,25.1058205861246
15,51,48,65.24753486206876
12,4,20,5.717061721015058
28,37,37,50.17189825546939
28,14,38,19.62143788098825
21,26,31,36.08962526919966
28,14,34,19.621435860889445
49,51,22,29.323909181424458
26,29,7,8.4583473946862
28,40,20,26.413296927697473
5,24,3,3.2142759114585013
9,42,10,12.620147688152946
49,36,33,44.4729925387037
44,50,37,50.17189825546939
9,42,19,25.214035801652425
36,44,5,5.890279629015307
36,44,7,8.4583473946862
11,12,33,16.831907508744223
42,51,50,67.53211473233733
27,18,41,25.113066384747057
21,46,46,62.42241478910748
7,43,8,9.99960770232176
41,22,36,30.605977268436146
41,22,37,30.605977268436146
41,22,35,30.606224346240285
39,13,20,18.139716546011954
49,24,45,33.4720586362208
51,7,50,9.804029680997404
7,39,15,19.68526130484939
7,39,14,18.30076403091658
7,39,17,22.511612780889333
7,39,10,12.620147688152946
25,9,15,12.577981611218393
3,12,49,16.831906661683536
45,28,40,39.01981808653015
45,28,42,39.02006601186572
10,45,21,28.14622313103326
10,38,38,51.48581881972334
34,43,5,5.890279629015307
10,30,5,5.890279629015307
38,40,45,55.66839500791194
20,20,45,27.79233346050662
10,30,8,9.99960770232176
52,43,23,30.76697599895331
12,36,39,49.83409889956888
12,36,38,49.70087009083242
29,34,47,47.34949791947925
31,51,44,59.85657231202865
29,34,49,47.34937322779887
45,33,48,45.8476286685038
52,46,36,48.79344321816451
10,45,28,37.58532974175041
26,26,6,7.1556849380709595
4,28,40,39.01981808653015
30,6,42,8.44999637465118
30,6,40,8.449996374709862
30,6,47,8.449996374676825
30,6,48,8.449996374676825
45,18,52,25.113066226946636
43,11,7,8.400248518250043
32,7,7,8.4583473946862
32,7,5,5.505124972317458
46,52,16,20.997841009297105
4,26,48,36.12149085571874
21,14,8,9.99960770232176
37,36,4,4.407939962835598
10,45,20,26.413296927697473
37,36,7,8.4583473946862
23,20,19,24.891874526624562
4,26,46,36.121489894392724
50,48,8,9.99960770232176
29,46,9,11.276912654906864
14,14,38,19.62143788098825
19,12,26,16.831874488699246
9,20,5,5.890279629015307
38,11,47,15.38790114145844
5,25,46,34.81726598052186
27,46,20,26.413296927697473
37,10,14,13.948999383703407
43,11,51,15.387901141443187
13,23,7,8.4583473946862
50,40,5,5.890279629015307
45,16,8,9.99960770232176
51,15,35,20.938492737439887
36,11,42,15.387901140787346
35,4,11,5.728773747325677
21,8,34,11.305678952685625
5,51,10,12.620147688152946
27,38,29,39.02052745903079
12,9,42,12.591671721059413
14,33,21,28.14622313103326
13,35,47,48.635327470109246
26,50,30,40.38215028692495
26,50,35,47.458612920062315
10,26,3,3.2142759114585013
10,13,49,18.147930908678163
5,6,43,8.44999637468052
31,19,24,26.479566808940586
5,6,41,8.449996374709862
16,52,26,35.054440217088775
21,28,20,26.413296927697473
51,23,44,32.0894910770654
52,17,10,12.620147688152946
17,46,51,63.840709832920254
7,31,36,43.06843671080281
43,42,34,46.06599698712813
36,35,28,37.58532974175041
52,52,3,3.2142759114585013
36,35,27,36.34733218791116
17,50,39,52.94214670089968
20,39,9,11.276912654906864
37,37,28,37.58532974175041
44,9,51,12.591671720921225
14,6,22,8.4499810314127
4,39,11,14.128249123904235
16,35,50,48.635327470109246
37,14,42,19.621437770514046
37,14,44,19.62143776262303
19,39,40,53.4778275216694
51,52,15,19.68526130484939
28,38,8,9.99960770232176
12,29,6,7.1556849380709595
24,11,15,15.302735789017278
21,19,19,25.214035801652425
42,4,25,5.717075308927212
15,33,5,5.890279629015307
40,33,52,45.84769087726474
31,3,26,4.409450636485277
29,27,20,26.413296927697473
29,27,26,34.5417334840317
12,12,45,16.83190666180209
12,12,47,16.831906661683536
16,12,37,16.83190665895682
13,32,15,19.68526130484939
24,13,11,13.851717079660466
13,32,11,14.128249123904235
24,13,15,17.93647365351653
13,32,13,16.932372620367673
11,44,17,22.511612780889333
6,7,28,9.804029742945604
29,22,50,30.60601143887711
3,50,43,58.56290245592199
6,7,20,9.803841179325891
26,20,50,27.792333429815493
4,14,32,19.621439901089097
47,18,44,25.11306620440372
51,28,25,33.447581073434336
19,6,36,8.449996373301483
4,14,38,19.62143788098825
19,6,33,8.44999638456852
19,6,31,8.44999641461392
21,25,38,34.81722481695055
3,21,46,29.181504885213414
13,33,42,45.84700668729428
10,34,52,47.34934205609343
3,21,42,29.181504281773663
13,33,47,45.84775308796071
43,46,39,52.94214670089968
31,23,51,32.08949087910933
47,28,32,38.96882357860605
11,34,36,47.05838663466475
26,14,9,11.276912654906864
7,22,47,30.606011408717592
47,28,38,39.0208099723267
26,3,11,4.408874415586979
43,30,24,32.126696921750955
6,20,38,27.792334688152003
41,29,17,22.511612780889333
8,20,10,12.620147688152946
33,27,8,9.99960770232176
38,28,32,38.96882357860605
33,27,5,5.890279629015307
41,29,19,25.214035801652425
42,31,46,43.097226837135224
6,16,37,22.387004366099898
6,16,36,22.387002423851417
8,7,41,9.8040296810076
8,7,47,9.804029680996477
43,11,33,15.387901603476545
8,23,11,14.128249123904235
19,34,8,9.99960770232176
8,23,12,15.650176589199159
3,22,35,30.606224346240285
33,29,12,15.650176589199159
38,46,35,47.458612920062315
38,46,37,50.17189825546939
11,49,47,63.92859147118156
11,49,46,62.42241478910748
25,25,11,14.128249123904235
46,7,36,9.804029682194152
40,6,8,8.144971591431823
9,16,41,22.38700400192816
11,6,10,8.424174643613828
52,15,42,20.938491318894666
9,16,49,22.387004007618348
18,9,28,12.591672759258495
43,9,28,12.591672759258495
10,51,41,55.62518479229302
15,39,37,50.037717175958576
15,39,36,48.700695689346
15,39,39,52.94214670089968
35,20,29,27.794409994779162
49,14,49,19.62143776262303
50,8,9,10.611483663184659
34,32,38,44.50926879944828
34,32,33,43.896733605411214
35,5,4,4.016405227453474
50,8,5,5.676737262240712
26,13,8,9.99960770232176
45,48,45,61.17601278975228
47,16,41,22.38700400192816
45,48,49,65.8824619565932
44,31,11,14.128249123904235
39,18,46,25.11306621943233
22,50,45,61.252822385791774
14,51,17,22.511612780889333
38,25,6,7.1556849380709595
44,38,4,4.407939962835598
6,51,9,11.276912654906864
30,51,19,25.214035801652425
26,34,38,47.29264328506887
51,31,8,9.99960770232176
27,17,12,15.650176589199159
29,29,28,37.21381108673817
52,26,50,36.12149133638192
52,26,52,36.12149133638192
35,39,45,54.21480654324185
17,16,28,22.38725881695988
43,35,24,32.126696921750955
29,40,50,55.66425529103938
11,52,3,3.2142759114585013
11,52,8,9.99960770232176
8,51,39,52.94214670089968
27,28,7,8.4583473946862
6,12,39,16.83190665895682
36,19,40,26.464823881879806
40,49,28,37.58532974175041
31,25,52,34.817267009622
25,52,52,69.51583585035053
33,25,18,23.900610977148432
11,6,45,8.449996374673185
3,52,13,16.932372620367673
39,29,38,40.324178864010136
4,16,26,22.38626450593504
28,16,29,22.38676159965656
4,16,29,22.38676159965656
21,23,26,32.02960341532023
17,37,14,18.30076403091658
21,23,21,27.762789425019847
33,22,24,30.36422470826727
25,7,44,9.8040296810076
27,20,6,7.1556849380709595
6,22,29,30.611667794773076
16,45,45,61.252822385791774
6,22,23,29.984303664537173
32,31,35,43.076685848511495
31,37,9,11.276912654906864
12,32,32,43.282895798363555
23,22,11,14.128249123904235
23,22,12,15.650176589199159
51,39,48,54.19107912703376
42,34,3,3.2142759114585013
43,37,30,40.38215028692495
42,34,5,5.890279629015307
46,4,31,5.7170761885050645
18,39,44,54.21480654324185
29,21,12,15.650176589199159
46,4,38,5.717076190163751
39,23,42,32.0894910770654
17,10,22,13.97921240633911
15,31,24,32.126696921750955
41,39,12,15.650176589199159
7,32,51,44.48180331580511
44,40,31,41.732447896088715
15,29,42,40.32075414141702
17,36,5,5.890279629015307
39,10,20,13.97822773323759
6,19,6,7.1556849380709595
39,10,27,13.979674138791998
38,23,49,32.08949089433671
41,8,49,11.305678955719664
52,41,39,52.89307006878115
43,4,4,4.407939962835598
6,10,23,13.97970492474602
41,8,40,11.305678955539443
49,42,7,8.4583473946862
40,36,30,40.38215028692495
28,31,18,23.900610977148432
35,27,50,37.53132051136127
28,31,12,15.650176589199159
23,28,24,31.978653123549627
23,28,22,29.356973582605352
22,46,7,8.4583473946862
22,46,5,5.890279629015307
50,26,14,18.30076403091658
15,28,52,39.02000644887286
39,51,5,5.890279629015307
39,51,4,4.407939962835598
51,25,21,28.01324195741134
34,24,49,33.472059372597336
51,25,28,34.64832326077158
34,24,40,33.47207252665339
40,14,14,18.30076403091658
40,14,15,18.901304385735774
13,52,45,61.252822385791774
51,42,32,43.282895798363555
51,42,37,50.17189825546939
17,39,18,23.900610977148432
42,33,7,8.4583473946862
13,52,42,57.080569828104245
43,5,19,7.098079962259563
50,24,15,19.68526130484939
21,44,29,39.02052745903079
50,24,13,16.932372620367673
39,42,27,36.34733218791116
40,4,47,5.71707619010081
26,16,23,22.38626450593504
26,16,22,22.38626450593504
30,25,11,14.128249123904235
41,37,18,23.900610977148432
41,37,11,14.128249123904235
52,51,43,58.56290245592199
41,30,29,38.65486161781384
15,52,32,43.282895798363555
52,51,44,59.85657231202865
36,42,47,58.429861324645074
9,21,46,29.181504885213414
36,42,41,55.23069901296434
8,43,43,58.56290245592199
17,19,16,20.997841009297105
29,16,6,7.1556849380709595
17,19,12,15.650176589199159
4,43,46,59.593781991596224
50,4,10,5.6970367357815865
9,50,33,44.57314847942221
17,49,45,61.24162543588024
29,17,27,23.73928110567671
21,6,31,8.44999641461392
23,21,51,29.181504930471405
35,43,6,7.1556849380709595
49,36,19,25.214035801652425
27,30,51,41.70447783685843
51,5,37,7.098102453634379
8,45,39,52.94214670089968
48,3,43,4.409450591763241
50,50,36,48.79344321816451
48,3,47,4.409450591761869
50,50,32,43.282895798363555
29,11,40,15.38790114273962
3,17,4,4.407939962835598
3,17,7,8.4583473946862
48,20,48,27.792333429815493
6,34,52,47.34934205609343
49,34,15,19.68526130484939
20,43,31,41.732447896088715
17,29,46,40.320540290845145
37,16,30,22.387010192856653
51,20,45,27.79233346050662
51,20,41,27.792332723919753
6,42,30,40.38215028692495
34,5,49,7.098102453615544
21,6,26,8.44999641461392
38,7,17,9.80334361224367
51,23,3,3.2142759114585013
6,17,30,23.73928110567671
11,8,5,5.676737262240712
22,10,39,13.97966322552558
10,15,41,20.938491318894666
22,10,32,13.979663556229749
22,10,30,13.979662594181413
11,8,8,9.99960770232176
38,5,18,7.098329647368508
29,43,18,23.900610977148432
16,7,34,9.804029682194152
20,31,19,25.214035801652425
20,31,18,23.900610977148432
18,46,25,33.4576900035561
18,46,24,32.126696921750955
39,3,21,4.4094573488549385
20,26,44,36.121486049093264
33,18,3,3.2142759114585013
21,11,13,15.039214039637814
48,25,34,34.815118373453494
20,25,7,8.4583473946862
20,25,3,3.2142759114585013
19,12,44,16.83190666180209
19,12,42,16.831906662750512
21,9,9,11.276912654906864
46,19,3,3.2142759114585013
20,28,40,39.01981808653015
20,28,41,39.01981808653015
49,32,15,19.68526130484939
21,9,6,7.121175797573904
19,35,19,25.214035801652425
17,27,46,37.53132002364041
19,35,13,16.932372620367673
29,46,48,63.66519350888279
45,36,15,19.68526130484939
19,35,14,18.30076403091658
38,16,52,22.387004007559074
5,19,33,26.46483916676845
20,6,42,8.44999637465118
28,32,10,12.620147688152946
31,11,14,15.190535717971086
35,4,39,5.717076190045273
35,4,36,5.717076190400706
17,44,32,43.282895798363555
32,49,23,30.76697599895331
49,30,11,14.128249123904235
50,9,51,12.591671720921225
42,18,52,25.113066226946636
13,35,26,35.054440217088775
6,4,32,5.7170761885050645
47,38,35,47.237870454975614
5,44,44,59.85657231202865
37,29,9,11.276912654906864
12,34,14,18.30076403091658
36,30,19,25.214035801652425
52,44,14,18.30076403091658
4,26,29,36.06469646098592
15,11,24,15.387898604783892
34,52,49,66.72382748118197
37,29,7,8.4583473946862
39,5,22,7.098111171193552
50,16,39,22.387003880537602
26,43,6,7.1556849380709595
21,28,42,39.02006601186572
39,5,25,7.0981033689143995
39,5,29,7.0981023936316445
17,50,50,67.7675019595911
43,42,52,58.4338414254611
52,17,31,23.739020896994933
14,35,45,48.63429732216367
14,35,46,48.63429732216367
23,17,6,7.1556849380709595
36,32,11,14.128249123904235
8,29,39,40.320265373704665
37,21,9,11.276912654906864
36,32,19,25.214035801652425
22,49,50,67.27890086752097
18,42,25,33.4576900035561
45,27,5,5.890279629015307
21,17,13,16.932372620367673
21,17,11,14.132709145926158
13,18,18,23.900610977148432
13,18,19,24.318818724142254
36,27,41,37.53131222012274
36,27,44,37.53131222012274
39,7,25,9.804027798900005
27,21,33,29.1819619827818
51,11,34,15.387901103694123
13,18,15,19.570499238227896
32,12,39,16.83190665895682
46,51,37,50.17189825546939
51,52,31,41.732447896088715
24,12,21,16.83286921387892
8,28,28,37.58532974175041
48,21,31,29.182951129170956
24,12,24,16.831874488699246
31,44,24,32.126696921750955
43,50,6,7.1556849380709595
51,51,27,36.34733218791116
17,14,51,19.62143776268468
20,50,48,65.06588111260886
20,48,40,54.35679421911139
20,48,41,55.62518479229302
20,48,47,63.66694655377414
52,11,5,5.890279629015307
29,37,49,51.431529449323726
26,44,4,4.407939962835598
26,44,6,7.1556849380709595
4,33,22,29.323909181424458
24,13,39,18.147930891451438
37,43,47,59.758092636744045
37,4,13,5.720792155418819
13,48,8,9.99960770232176
28,6,40,8.449996374709862
11,44,35,47.458612920062315
11,36,29,39.02052745903079
43,44,52,61.147514138467066
13,31,21,28.14622313103326
32,25,25,33.4576900035561
4,21,34,29.181467592978738
42,39,35,47.26342161951138
21,34,25,33.4576900035561
21,34,26,35.054440217088775
11,31,52,43.097171916786884
4,11,9,11.066042632896815
44,15,48,20.938491318412822
44,15,49,20.938491318653742
4,14,51,19.62143776268468
21,13,46,18.147930908795352
36,16,26,22.38626450593504
39,9,20,12.592703437398605
23,18,30,25.112701883948496
40,40,13,16.932372620367673
21,20,20,26.413296927697473
52,50,3,3.2142759114585013
3,24,17,22.511612780889333
49,5,25,7.0981033689143995
6,48,39,52.94214670089968
19,37,23,30.76697599895331
24,5,33,7.098102454586803
23,41,25,33.4576900035561
44,16,9,11.276912654906864
40,45,9,11.276912654906864
38,28,10,12.620147688152946
7,27,3,3.2142759114585013
8,11,6,7.1556849380709595
40,50,43,58.56290245592199
16,43,24,32.126696921750955
37,26,49,36.12149133638192
35,22,45,30.606011529355662
37,26,41,36.121486049093264
37,26,42,36.121486049093264
16,43,28,37.58532974175041
8,5,40,7.098102453634379
25,25,31,34.815118373453494
25,25,30,34.83082251588802
29,39,44,54.21480654324185
25,25,37,34.81722481695055
44,38,47,52.87650332514092
43,18,3,3.2142759114585013
42,42,25,33.4576900035561
38,38,38,51.48581881972334
15,3,25,4.409450636485277
32,35,52,48.635327470109246
49,14,29,19.62145606196932
49,14,24,19.620422028808502
27,52,52,69.51583585035053
27,52,51,68.38733663216958
27,52,50,67.53211473233733
38,38,34,45.99919706274036
42,29,47,40.320540290845145
13,17,19,23.45793910591864
44,37,34,45.93772531526526
46,19,48,26.46482357588469
15,39,50,54.19107912703376
4,37,25,33.4576900035561
5,14,31,19.62142374033946
4,37,20,26.413296927697473
46,19,40,26.464823881879806
13,16,31,22.387010192856653
13,16,36,22.387002423851417
14,26,29,36.06469646098592
39,38,37,49.92115490184987
47,16,23,22.38626450593504
6,45,5,5.890279629015307
35,35,33,44.32187690951148
7,32,25,33.4576900035561
17,23,32,32.090130486041545
48,38,37,49.92115490184987
26,37,17,22.511612780889333
32,27,22,29.356973582605352
35,44,12,15.650176589199159
17,23,38,32.08950666997438
48,38,38,51.48581881972334
15,48,30,40.38215028692495
36,52,21,28.14622313103326
37,26,19,25.237986194185726
5,4,17,5.7173102002852785
30,38,6,7.1556849380709595
29,29,43,40.32050974262997
40,44,16,20.997841009297105
29,40,36,48.700695689346
29,40,37,50.037717175958576
50,3,11,4.408874415586979
19,30,34,41.64860299943114
29,40,33,44.57314847942221
47,8,24,11.305656548431243
47,8,20,11.305843582948082
23,17,15,19.401255833986585
25,35,47,48.635327470109246
25,35,46,48.63429732216367
39,52,27,36.34733218791116
38,21,25,29.178997475463163
40,31,18,23.900610977148432
52,28,30,38.65968669589653
40,46,19,25.214035801652425
38,8,41,11.305678955539443
52,28,38,39.0208099723267
40,46,12,15.650176589199159
27,5,18,7.098329647368508
10,17,8,9.99960770232176
27,43,11,14.128249123904235
25,52,37,50.17189825546939
11,48,9,11.276912654906864
26,27,38,37.530812858312096
22,14,27,19.62145606196932
22,14,28,19.62145606196932
22,46,26,35.054440217088775
50,23,24,31.269733666454293
50,23,21,27.762789425019847
